"","ObservedDate","County","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"6493","9/25/2021","Dauphin","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,4
"6494","9/25/2021","Delaware","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,1
"6495","9/25/2021","Lancaster","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,1
"6496","9/25/2021","Lehigh","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,2
"6497","9/25/2021","Luzerne","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,1
"6498","9/25/2021","Montgomery","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,3
"6499","9/25/2021","Northampton","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,2
"6500","9/25/2021","Philadelphia","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,10
"6501","9/25/2021","York","PA",2021,268,"11/7/2017","9/22/2014",1418,2560,2
"6502","9/26/2021","Allegheny","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,1
"6503","9/26/2021","Dauphin","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,1
"6504","9/26/2021","Lancaster","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,1
"6505","9/26/2021","Northampton","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,1
"6506","9/26/2021","Philadelphia","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,2
"6507","9/26/2021","York","PA",2021,269,"11/7/2017","9/22/2014",1419,2561,2
"6508","9/27/2021","Allegheny","PA",2021,270,"11/7/2017","9/22/2014",1420,2562,2
"6509","9/27/2021","Delaware","PA",2021,270,"11/7/2017","9/22/2014",1420,2562,2
"6510","9/27/2021","Montgomery","PA",2021,270,"11/7/2017","9/22/2014",1420,2562,1
"6511","9/27/2021","Philadelphia","PA",2021,270,"11/7/2017","9/22/2014",1420,2562,2
"6512","9/27/2021","York","PA",2021,270,"11/7/2017","9/22/2014",1420,2562,2
"6513","9/28/2021","Allegheny","PA",2021,271,"11/7/2017","9/22/2014",1421,2563,1
"6514","9/28/2021","Lehigh","PA",2021,271,"11/7/2017","9/22/2014",1421,2563,1
"6515","9/28/2021","Montgomery","PA",2021,271,"11/7/2017","9/22/2014",1421,2563,1
"6516","9/28/2021","Philadelphia","PA",2021,271,"11/7/2017","9/22/2014",1421,2563,4
"6517","9/28/2021","York","PA",2021,271,"11/7/2017","9/22/2014",1421,2563,1
"6518","9/29/2021","Allegheny","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,2
"6519","9/29/2021","Berks","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,3
"6520","9/29/2021","Bucks","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,2
"6521","9/29/2021","Chester","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,1
"6522","9/29/2021","Cumberland","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,1
"6523","9/29/2021","Delaware","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,1
"6524","9/29/2021","Lehigh","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,1
"6525","9/29/2021","Philadelphia","PA",2021,272,"11/7/2017","9/22/2014",1422,2564,1
"6526","9/30/2021","Allegheny","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,1
"6527","9/30/2021","Berks","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,1
"6528","9/30/2021","Delaware","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,1
"6529","9/30/2021","Lebanon","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,1
"6530","9/30/2021","Lehigh","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,3
"6531","9/30/2021","Luzerne","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,1
"6532","9/30/2021","Montgomery","PA",2021,273,"11/7/2017","9/22/2014",1423,2565,2
"6533","10/1/2021","Allegheny","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,1
"6534","10/1/2021","Bucks","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,3
"6535","10/1/2021","Dauphin","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,2
"6536","10/1/2021","Lancaster","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,1
"6537","10/1/2021","Lehigh","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,2
"6538","10/1/2021","Monroe","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,1
"6539","10/1/2021","Northampton","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,1
"6540","10/1/2021","Philadelphia","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,2
"6541","10/1/2021","York","PA",2021,274,"11/7/2017","9/22/2014",1424,2566,2
"6542","10/2/2021","Allegheny","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,3
"6543","10/2/2021","Cumberland","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,1
"6544","10/2/2021","Dauphin","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,2
"6545","10/2/2021","Lancaster","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,7
"6546","10/2/2021","Montgomery","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,3
"6547","10/2/2021","Philadelphia","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,1
"6548","10/2/2021","York","PA",2021,275,"11/7/2017","9/22/2014",1425,2567,4
"6549","10/3/2021","Allegheny","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,2
"6550","10/3/2021","Berks","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6551","10/3/2021","Chester","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6552","10/3/2021","Dauphin","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6553","10/3/2021","Delaware","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,3
"6554","10/3/2021","Lancaster","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,4
"6555","10/3/2021","Lehigh","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6556","10/3/2021","Luzerne","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,2
"6557","10/3/2021","Monroe","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6558","10/3/2021","Philadelphia","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,4
"6559","10/3/2021","York","PA",2021,276,"11/7/2017","9/22/2014",1426,2568,1
"6560","10/4/2021","Allegheny","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,1
"6561","10/4/2021","Berks","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,1
"6562","10/4/2021","Bucks","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,3
"6563","10/4/2021","Dauphin","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,2
"6564","10/4/2021","Lancaster","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,1
"6565","10/4/2021","Philadelphia","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,3
"6566","10/4/2021","Schuylkill","PA",2021,277,"11/7/2017","9/22/2014",1427,2569,1
"6567","10/5/2021","Allegheny","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,1
"6568","10/5/2021","Berks","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,2
"6569","10/5/2021","Bucks","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,2
"6570","10/5/2021","Delaware","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,1
"6571","10/5/2021","Lebanon","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,1
"6572","10/5/2021","Philadelphia","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,1
"6573","10/5/2021","Schuylkill","PA",2021,278,"11/7/2017","9/22/2014",1428,2570,1
"6574","10/6/2021","Allegheny","PA",2021,279,"11/7/2017","9/22/2014",1429,2571,1
"6575","10/6/2021","Chester","PA",2021,279,"11/7/2017","9/22/2014",1429,2571,1
"6576","10/6/2021","Dauphin","PA",2021,279,"11/7/2017","9/22/2014",1429,2571,1
"6577","10/7/2021","Beaver","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,1
"6578","10/7/2021","Berks","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,2
"6579","10/7/2021","Blair","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,1
"6580","10/7/2021","Lancaster","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,3
"6581","10/7/2021","Montgomery","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,1
"6582","10/7/2021","Philadelphia","PA",2021,280,"11/7/2017","9/22/2014",1430,2572,1
"6583","10/8/2021","Beaver","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,1
"6584","10/8/2021","Cumberland","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,1
"6585","10/8/2021","Dauphin","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,2
"6586","10/8/2021","Lackawanna","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,1
"6587","10/8/2021","Lancaster","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,4
"6588","10/8/2021","Lehigh","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,1
"6589","10/8/2021","Monroe","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,1
"6590","10/8/2021","Philadelphia","PA",2021,281,"11/7/2017","9/22/2014",1431,2573,4
"6591","10/9/2021","Allegheny","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6592","10/9/2021","Berks","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6593","10/9/2021","Chester","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,2
"6594","10/9/2021","Dauphin","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,2
"6595","10/9/2021","Lackawanna","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6596","10/9/2021","Lancaster","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6597","10/9/2021","Lehigh","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6598","10/9/2021","Northampton","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6599","10/9/2021","Philadelphia","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6600","10/9/2021","Pike","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6601","10/9/2021","York","PA",2021,282,"11/7/2017","9/22/2014",1432,2574,1
"6602","10/10/2021","Allegheny","PA",2021,283,"11/7/2017","9/22/2014",1433,2575,1
"6603","10/10/2021","Lancaster","PA",2021,283,"11/7/2017","9/22/2014",1433,2575,2
"6604","10/10/2021","Philadelphia","PA",2021,283,"11/7/2017","9/22/2014",1433,2575,1
"6605","10/10/2021","York","PA",2021,283,"11/7/2017","9/22/2014",1433,2575,1
"6606","10/11/2021","Berks","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,3
"6607","10/11/2021","Chester","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,2
"6608","10/11/2021","Delaware","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,1
"6609","10/11/2021","Lancaster","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,2
"6610","10/11/2021","Monroe","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,1
"6611","10/11/2021","Philadelphia","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,3
"6612","10/11/2021","Schuylkill","PA",2021,284,"11/7/2017","9/22/2014",1434,2576,1
"6613","10/12/2021","Dauphin","PA",2021,285,"11/7/2017","9/22/2014",1435,2577,1
"6614","10/12/2021","Lancaster","PA",2021,285,"11/7/2017","9/22/2014",1435,2577,1
"6615","10/12/2021","Montgomery","PA",2021,285,"11/7/2017","9/22/2014",1435,2577,1
"6616","10/12/2021","Philadelphia","PA",2021,285,"11/7/2017","9/22/2014",1435,2577,2
"6617","10/13/2021","Allegheny","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,2
"6618","10/13/2021","Beaver","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6619","10/13/2021","Blair","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6620","10/13/2021","Chester","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6621","10/13/2021","Dauphin","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6622","10/13/2021","Philadelphia","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6623","10/13/2021","York","PA",2021,286,"11/7/2017","9/22/2014",1436,2578,1
"6624","10/14/2021","Allegheny","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,1
"6625","10/14/2021","Berks","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,2
"6626","10/14/2021","Bucks","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,1
"6627","10/14/2021","Dauphin","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,2
"6628","10/14/2021","Lancaster","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,2
"6629","10/14/2021","Lehigh","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,1
"6630","10/14/2021","Philadelphia","PA",2021,287,"11/7/2017","9/22/2014",1437,2579,2
"6631","10/15/2021","Berks","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,15
"6632","10/15/2021","Chester","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,2
"6633","10/15/2021","Dauphin","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6634","10/15/2021","Delaware","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6635","10/15/2021","Lackawanna","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6636","10/15/2021","Lancaster","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6637","10/15/2021","Lehigh","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6638","10/15/2021","Montgomery","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6639","10/15/2021","Philadelphia","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,7
"6640","10/15/2021","York","PA",2021,288,"11/7/2017","9/22/2014",1438,2580,1
"6641","10/16/2021","Berks","PA",2021,289,"11/7/2017","9/22/2014",1439,2581,1
"6642","10/16/2021","Cumberland","PA",2021,289,"11/7/2017","9/22/2014",1439,2581,1
"6643","10/16/2021","Lancaster","PA",2021,289,"11/7/2017","9/22/2014",1439,2581,2
"6644","10/16/2021","Northampton","PA",2021,289,"11/7/2017","9/22/2014",1439,2581,1
"6645","10/17/2021","Blair","PA",2021,290,"11/7/2017","9/22/2014",1440,2582,1
"6646","10/17/2021","Bucks","PA",2021,290,"11/7/2017","9/22/2014",1440,2582,1
"6647","10/17/2021","Dauphin","PA",2021,290,"11/7/2017","9/22/2014",1440,2582,2
"6648","10/17/2021","Perry","PA",2021,290,"11/7/2017","9/22/2014",1440,2582,1
"6649","10/17/2021","York","PA",2021,290,"11/7/2017","9/22/2014",1440,2582,1
"6650","10/18/2021","Berks","PA",2021,291,"11/7/2017","9/22/2014",1441,2583,29
"6651","10/18/2021","Bucks","PA",2021,291,"11/7/2017","9/22/2014",1441,2583,1
"6652","10/18/2021","Monroe","PA",2021,291,"11/7/2017","9/22/2014",1441,2583,1
"6653","10/19/2021","Berks","PA",2021,292,"11/7/2017","9/22/2014",1442,2584,3
"6654","10/19/2021","Lancaster","PA",2021,292,"11/7/2017","9/22/2014",1442,2584,1
"6655","10/19/2021","Philadelphia","PA",2021,292,"11/7/2017","9/22/2014",1442,2584,1
"6656","10/19/2021","Schuylkill","PA",2021,292,"11/7/2017","9/22/2014",1442,2584,1
"6657","10/20/2021","Clinton","PA",2021,293,"11/7/2017","9/22/2014",1443,2585,2
"6658","10/20/2021","Dauphin","PA",2021,293,"11/7/2017","9/22/2014",1443,2585,1
"6659","10/20/2021","Juniata","PA",2021,293,"11/7/2017","9/22/2014",1443,2585,1
"6660","10/21/2021","Allegheny","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,1
"6661","10/21/2021","Berks","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,18
"6662","10/21/2021","Carbon","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,2
"6663","10/21/2021","Lancaster","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,1
"6664","10/21/2021","Lebanon","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,1
"6665","10/21/2021","Monroe","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,1
"6666","10/21/2021","Montgomery","PA",2021,294,"11/7/2017","9/22/2014",1444,2586,1
"6667","10/22/2021","Berks","PA",2021,295,"11/7/2017","9/22/2014",1445,2587,39
"6668","10/22/2021","Cumberland","PA",2021,295,"11/7/2017","9/22/2014",1445,2587,1
"6669","10/22/2021","Delaware","PA",2021,295,"11/7/2017","9/22/2014",1445,2587,1
"6670","10/23/2021","Bucks","PA",2021,296,"11/7/2017","9/22/2014",1446,2588,1
"6671","10/23/2021","Chester","PA",2021,296,"11/7/2017","9/22/2014",1446,2588,2
"6672","10/23/2021","Lancaster","PA",2021,296,"11/7/2017","9/22/2014",1446,2588,1
"6673","10/24/2021","Adams","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,1
"6674","10/24/2021","Bucks","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,1
"6675","10/24/2021","Chester","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,2
"6676","10/24/2021","Lancaster","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,1
"6677","10/24/2021","Pike","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,1
"6678","10/24/2021","York","PA",2021,297,"11/7/2017","9/22/2014",1447,2589,2
"6679","10/25/2021","Berks","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,2
"6680","10/25/2021","Chester","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,1
"6681","10/25/2021","Cumberland","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,2
"6682","10/25/2021","Lancaster","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,1
"6683","10/25/2021","Philadelphia","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,1
"6684","10/25/2021","York","PA",2021,298,"11/7/2017","9/22/2014",1448,2590,1
"6685","10/26/2021","Berks","PA",2021,299,"11/7/2017","9/22/2014",1449,2591,1
"6686","10/26/2021","Philadelphia","PA",2021,299,"11/7/2017","9/22/2014",1449,2591,2
"6687","10/27/2021","Berks","PA",2021,300,"11/7/2017","9/22/2014",1450,2592,18
"6688","10/27/2021","Chester","PA",2021,300,"11/7/2017","9/22/2014",1450,2592,1
"6689","10/27/2021","Montgomery","PA",2021,300,"11/7/2017","9/22/2014",1450,2592,3
"6690","10/27/2021","York","PA",2021,300,"11/7/2017","9/22/2014",1450,2592,1
"6691","10/28/2021","Allegheny","PA",2021,301,"11/7/2017","9/22/2014",1451,2593,1
"6692","10/28/2021","Berks","PA",2021,301,"11/7/2017","9/22/2014",1451,2593,15
"6693","10/28/2021","Montgomery","PA",2021,301,"11/7/2017","9/22/2014",1451,2593,7
"6694","10/28/2021","Northampton","PA",2021,301,"11/7/2017","9/22/2014",1451,2593,1
"6695","10/28/2021","Westmoreland","PA",2021,301,"11/7/2017","9/22/2014",1451,2593,1
"6696","10/29/2021","Dauphin","PA",2021,302,"11/7/2017","9/22/2014",1452,2594,1
"6697","10/29/2021","Lancaster","PA",2021,302,"11/7/2017","9/22/2014",1452,2594,1
"6698","10/29/2021","Montgomery","PA",2021,302,"11/7/2017","9/22/2014",1452,2594,2
"6699","10/30/2021","Allegheny","PA",2021,303,"11/7/2017","9/22/2014",1453,2595,1
"6700","10/30/2021","Cumberland","PA",2021,303,"11/7/2017","9/22/2014",1453,2595,1
"6701","10/30/2021","Delaware","PA",2021,303,"11/7/2017","9/22/2014",1453,2595,1
"6702","10/30/2021","Lebanon","PA",2021,303,"11/7/2017","9/22/2014",1453,2595,1
"6703","10/31/2021","York","PA",2021,304,"11/7/2017","9/22/2014",1454,2596,1
"6704","11/1/2021","Delaware","PA",2021,305,"11/7/2017","9/22/2014",1455,2597,2
"6705","11/1/2021","Lancaster","PA",2021,305,"11/7/2017","9/22/2014",1455,2597,1
"6706","11/1/2021","York","PA",2021,305,"11/7/2017","9/22/2014",1455,2597,1
"6707","11/2/2021","Allegheny","PA",2021,306,"11/7/2017","9/22/2014",1456,2598,1
"6708","11/2/2021","Chester","PA",2021,306,"11/7/2017","9/22/2014",1456,2598,1
"6709","11/2/2021","Cumberland","PA",2021,306,"11/7/2017","9/22/2014",1456,2598,2
"6710","11/2/2021","Montgomery","PA",2021,306,"11/7/2017","9/22/2014",1456,2598,2
"6711","11/3/2021","Carbon","PA",2021,307,"11/7/2017","9/22/2014",1457,2599,1
"6712","11/3/2021","Cumberland","PA",2021,307,"11/7/2017","9/22/2014",1457,2599,1
"6713","11/4/2021","Allegheny","PA",2021,308,"11/7/2017","9/22/2014",1458,2600,1
"6714","11/4/2021","Berks","PA",2021,308,"11/7/2017","9/22/2014",1458,2600,13
"6715","11/5/2021","Allegheny","PA",2021,309,"11/7/2017","9/22/2014",1459,2601,2
"6716","11/5/2021","Delaware","PA",2021,309,"11/7/2017","9/22/2014",1459,2601,1
"6717","11/6/2021","Chester","PA",2021,310,"11/7/2017","9/22/2014",1460,2602,1
"6718","11/6/2021","Montgomery","PA",2021,310,"11/7/2017","9/22/2014",1460,2602,2
"6719","11/6/2021","York","PA",2021,310,"11/7/2017","9/22/2014",1460,2602,1
"6720","11/7/2021","Bucks","PA",2021,311,"11/7/2017","9/22/2014",1461,2603,1
"6721","11/7/2021","Chester","PA",2021,311,"11/7/2017","9/22/2014",1461,2603,1
"6722","11/7/2021","Lancaster","PA",2021,311,"11/7/2017","9/22/2014",1461,2603,1
"6723","11/8/2021","Allegheny","PA",2021,312,"11/7/2017","9/22/2014",1462,2604,1
"6724","11/8/2021","Westmoreland","PA",2021,312,"11/7/2017","9/22/2014",1462,2604,1
"6725","11/9/2021","Allegheny","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,2
"6726","11/9/2021","Berks","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,4
"6727","11/9/2021","Dauphin","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,1
"6728","11/9/2021","Delaware","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,2
"6729","11/9/2021","Lancaster","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,1
"6730","11/9/2021","York","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,1
"6731","11/10/2021","Berks","PA",2021,314,"11/7/2017","9/22/2014",1464,2606,7
"6732","11/11/2021","Delaware","PA",2021,315,"11/7/2017","9/22/2014",1465,2607,5
"6733","11/12/2021","Beaver","PA",2021,316,"11/7/2017","9/22/2014",1466,2608,1
"6734","11/12/2021","Chester","PA",2021,316,"11/7/2017","9/22/2014",1466,2608,4
"6735","11/12/2021","Delaware","PA",2021,316,"11/7/2017","9/22/2014",1466,2608,1
"6736","11/12/2021","Philadelphia","PA",2021,316,"11/7/2017","9/22/2014",1466,2608,1
"6737","11/13/2021","Lancaster","PA",2021,317,"11/7/2017","9/22/2014",1467,2609,1
"6738","11/13/2021","Philadelphia","PA",2021,317,"11/7/2017","9/22/2014",1467,2609,1
"6739","11/14/2021","Cumberland","PA",2021,318,"11/7/2017","9/22/2014",1468,2610,1
"6740","11/14/2021","Philadelphia","PA",2021,318,"11/7/2017","9/22/2014",1468,2610,1
"6741","11/16/2021","Bucks","PA",2021,320,"11/7/2017","9/22/2014",1470,2612,1
"6742","11/17/2021","Allegheny","PA",2021,321,"11/7/2017","9/22/2014",1471,2613,1
"6743","11/18/2021","Berks","PA",2021,322,"11/7/2017","9/22/2014",1472,2614,10
"6744","11/18/2021","Montgomery","PA",2021,322,"11/7/2017","9/22/2014",1472,2614,1
"6745","11/20/2021","Delaware","PA",2021,324,"11/7/2017","9/22/2014",1474,2616,1
"6746","11/23/2021","Allegheny","PA",2021,327,"11/7/2017","9/22/2014",1477,2619,1
"6747","11/23/2021","Berks","PA",2021,327,"11/7/2017","9/22/2014",1477,2619,2
"6748","11/24/2021","Berks","PA",2021,328,"11/7/2017","9/22/2014",1478,2620,13
"6749","11/25/2021","Lehigh","PA",2021,329,"11/7/2017","9/22/2014",1479,2621,6
"6750","11/26/2021","Berks","PA",2021,330,"11/7/2017","9/22/2014",1480,2622,3
"6751","12/5/2021","York","PA",2021,339,"11/7/2017","9/22/2014",1489,2631,1
"6752","12/9/2021","Montgomery","PA",2021,343,"11/7/2017","9/22/2014",1493,2635,1
"6753","12/10/2021","Allegheny","PA",2021,344,"11/7/2017","9/22/2014",1494,2636,1
"6754","12/14/2021","Carbon","PA",2021,348,"11/7/2017","9/22/2014",1498,2640,1
"6755","12/16/2021","Allegheny","PA",2021,350,"11/7/2017","9/22/2014",1500,2642,1
"6756","12/17/2021","Philadelphia","PA",2021,351,"11/7/2017","9/22/2014",1501,2643,1
"6757","12/20/2021","Berks","PA",2021,354,"11/7/2017","9/22/2014",1504,2646,1
"6758","12/29/2021","Chester","PA",2021,363,"11/7/2017","9/22/2014",1513,2655,1
"6759","12/30/2021","Dauphin","PA",2021,364,"11/7/2017","9/22/2014",1514,2656,1
"6760","12/30/2021","Lancaster","PA",2021,364,"11/7/2017","9/22/2014",1514,2656,1
"6761","1/1/2022","Perry","PA",2022,1,"11/7/2017","9/22/2014",1516,2658,1
"6762","1/4/2022","Chester","PA",2022,4,"11/7/2017","9/22/2014",1519,2661,1
"6763","1/6/2022","Chester","PA",2022,6,"11/7/2017","9/22/2014",1521,2663,1
"6764","1/8/2022","Cumberland","PA",2022,8,"11/7/2017","9/22/2014",1523,2665,1
"6765","1/22/2022","Lancaster","PA",2022,22,"11/7/2017","9/22/2014",1537,2679,1
"6766","1/22/2022","York","PA",2022,22,"11/7/2017","9/22/2014",1537,2679,1
"6767","1/23/2022","Montgomery","PA",2022,23,"11/7/2017","9/22/2014",1538,2680,1
"6768","2/2/2022","Juniata","PA",2022,33,"11/7/2017","9/22/2014",1548,2690,1
"6769","2/5/2022","Allegheny","PA",2022,36,"11/7/2017","9/22/2014",1551,2693,1
"6770","2/5/2022","Cumberland","PA",2022,36,"11/7/2017","9/22/2014",1551,2693,1
"6771","2/12/2022","Bucks","PA",2022,43,"11/7/2017","9/22/2014",1558,2700,1
"6772","2/17/2022","Allegheny","PA",2022,48,"11/7/2017","9/22/2014",1563,2705,1
"6773","2/20/2022","Montgomery","PA",2022,51,"11/7/2017","9/22/2014",1566,2708,1
"6774","2/22/2022","Philadelphia","PA",2022,53,"11/7/2017","9/22/2014",1568,2710,1
"6775","3/5/2022","Bucks","PA",2022,64,"11/7/2017","9/22/2014",1579,2721,1
"6776","3/16/2022","Dauphin","PA",2022,75,"11/7/2017","9/22/2014",1590,2732,1
"6777","3/20/2022","Bucks","PA",2022,79,"11/7/2017","9/22/2014",1594,2736,1
"6778","3/20/2022","Philadelphia","PA",2022,79,"11/7/2017","9/22/2014",1594,2736,1
"6779","3/22/2022","Cumberland","PA",2022,81,"11/7/2017","9/22/2014",1596,2738,1
"6780","3/23/2022","Montgomery","PA",2022,82,"11/7/2017","9/22/2014",1597,2739,3
"6781","3/23/2022","Philadelphia","PA",2022,82,"11/7/2017","9/22/2014",1597,2739,8
"6782","3/24/2022","Berks","PA",2022,83,"11/7/2017","9/22/2014",1598,2740,1
"6783","3/24/2022","Delaware","PA",2022,83,"11/7/2017","9/22/2014",1598,2740,1
"6784","3/25/2022","Montgomery","PA",2022,84,"11/7/2017","9/22/2014",1599,2741,1
"6785","3/25/2022","Philadelphia","PA",2022,84,"11/7/2017","9/22/2014",1599,2741,1
"6786","3/27/2022","Bucks","PA",2022,86,"11/7/2017","9/22/2014",1601,2743,1
